id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6046,Yobachi,687.0,Spain,Male,46.0,8,0.0,2,1.0,1.0,131865.23,0
6048,Kao,531.0,France,Male,31.0,0,0.0,2,0.0,0.0,,0
6049,Ponomaryova,641.0,France,Male,58.0,8,0.0,2,1.0,1.0,134776.8,0
6052,Nnamdi,640.0,France,Male,38.0,4,0.0,1,0.0,0.0,150169.56,0
6054,T'ang,449.0,Germany,Male,35.0,7,130879.3,2,1.0,0.0,169471.09,0
6056,Zikoranachidimma,667.0,Spain,Male,28.0,9,0.0,2,0.0,0.0,101085.43,0
6057,Black,806.0,France,Male,67.0,1,0.0,2,1.0,0.0,104005.19,0
6058,Smith,827.0,Germany,Female,41.0,8,82349.48,2,0.0,0.0,,0
6059,Ts'ao,531.0,France,Female,44.0,6,0.0,2,1.0,1.0,54137.08,0
6060,Igwebuike,634.0,Spain,Male,41.0,7,0.0,2,1.0,1.0,144254.66,0
6064,Shih,452.0,France,Male,33.0,5,113002.2,1,0.0,0.0,163845.28,0
6065,Okoli,711.0,Germany,Female,44.0,4,131609.9,1,1.0,1.0,171433.43,0
6067,Thompson,638.0,Germany,Male,44.0,1,98774.15,1,1.0,0.0,191629.26,1
6068,Lo,575.0,France,Female,40.0,3,0.0,2,0.0,0.0,,1
6069,Akobundu,582.0,Germany,Female,26.0,6,145978.25,1,1.0,1.0,131535.96,1
6072,White,605.0,Spain,Female,25.0,1,0.0,2,1.0,0.0,181925.03,0
6074,Fiorentini,611.0,France,Male,34.0,8,0.0,2,0.0,0.0,124334.75,0
6075,Yobanna,694.0,Spain,Female,44.0,1,0.0,1,1.0,0.0,,1
6076,Padovano,792.0,France,Male,57.0,4,141834.63,1,1.0,0.0,93650.05,1
6077,Parkhill,,Germany,Female,62.0,1,118262.12,1,1.0,0.0,25804.16,1
6078,Burt,653.0,Spain,Male,31.0,5,0.0,2,0.0,1.0,94717.9,0
6079,Achebe,681.0,Germany,Female,38.0,6,181547.88,1,1.0,1.0,57282.54,0
6080,Pisano,619.0,Germany,Male,38.0,2,100546.83,1,1.0,0.0,99827.67,0
6083,Chiawuotu,716.0,Germany,Female,47.0,4,117070.52,2,0.0,1.0,96404.25,0
6085,Cyril,800.0,France,Female,40.0,3,75947.94,2,0.0,0.0,132588.88,0
6087,Trevisani,758.0,Germany,Female,29.0,9,110104.97,1,1.0,0.0,680.15,1
6088,Ch'iu,605.0,Germany,Male,35.0,1,123629.89,2,1.0,1.0,199545.08,0
6090,Fiorentini,722.0,Spain,Female,28.0,6,0.0,2,1.0,1.0,164576.85,0
6092,Hsia,614.0,Germany,Male,29.0,4,121931.23,1,1.0,0.0,,0
6093,Chijindum,681.0,Germany,Male,66.0,1,142563.69,1,1.0,0.0,61744.22,0
6094,Shih,667.0,Spain,Female,31.0,1,0.0,1,1.0,0.0,176262.07,0
6095,Ndubuagha,567.0,France,Male,41.0,6,136770.25,1,1.0,0.0,130994.21,0
6096,Foster,634.0,Germany,Female,24.0,3,116086.03,1,0.0,1.0,,0
6099,Milano,,France,Female,46.0,1,133911.88,1,0.0,1.0,90569.91,0
6101,Udinese,730.0,France,Female,27.0,4,0.0,2,1.0,1.0,129996.64,0
6102,Onwudiwe,638.0,Germany,Female,43.0,3,82822.84,3,1.0,1.0,147556.49,1
6103,Mills,594.0,France,Female,33.0,6,0.0,1,1.0,0.0,147457.49,0
6104,Ch'iu,579.0,France,Female,29.0,1,105013.63,1,1.0,1.0,56542.88,0
6105,Hs?,595.0,Spain,Male,29.0,0,0.0,2,1.0,0.0,47836.3,0
6106,Palerma,553.0,Spain,Female,29.0,3,0.0,1,0.0,1.0,126470.3,1
6108,Chukwuemeka,571.0,Germany,Female,34.0,7,154992.92,2,1.0,0.0,123501.24,0
6109,Chibueze,558.0,Germany,Female,40.0,6,60363.75,1,0.0,0.0,152987.83,1
6110,Pinto,805.0,France,Female,31.0,4,0.0,2,1.0,0.0,,0
6111,Bellucci,699.0,Germany,Male,53.0,4,117958.45,1,0.0,1.0,111200.15,0
6113,Tien,624.0,France,Female,35.0,3,0.0,1,1.0,1.0,86644.51,0
6114,Tien,706.0,France,Female,38.0,7,0.0,2,0.0,0.0,810.28,0
6116,Ugoji,651.0,France,Male,29.0,0,0.0,2,1.0,0.0,53095.82,0
6117,Smith,584.0,France,Female,33.0,9,0.0,2,1.0,0.0,161450.89,0
6119,Ch'in,543.0,France,Male,31.0,1,136831.93,1,1.0,0.0,,0
6121,Nwankwo,751.0,France,Male,32.0,10,0.0,2,1.0,1.0,181355.82,0
6124,Hsieh,794.0,Germany,Male,34.0,8,117250.95,2,1.0,1.0,93105.88,0
6126,Onyemere,646.0,Spain,Female,36.0,6,0.0,2,0.0,1.0,177985.47,0
6127,Chukwuemeka,671.0,Spain,Female,29.0,2,0.0,2,0.0,1.0,12035.36,0
6128,Lai,664.0,Spain,Male,35.0,6,204679.97,1,0.0,1.0,,0
6129,Chidimma,535.0,France,Female,29.0,2,0.0,1,0.0,1.0,66492.88,0
6130,Lo Duca,610.0,France,Female,61.0,4,166927.73,1,1.0,0.0,,0
6131,Maclean,667.0,France,Male,37.0,3,0.0,2,1.0,1.0,18144.26,0
6133,Genovesi,,Spain,Male,37.0,7,0.0,2,0.0,1.0,125276.69,0
6134,Bellucci,611.0,France,Male,29.0,4,0.0,2,0.0,0.0,179162.06,0
6135,Gentry,606.0,Spain,Female,32.0,3,0.0,2,1.0,1.0,,0
6136,Olszewski,558.0,Germany,Female,28.0,2,104047.7,2,0.0,0.0,,0
6137,Nkemjika,707.0,France,Female,30.0,1,0.0,1,0.0,1.0,121154.11,0
6138,H?,738.0,Spain,Male,38.0,8,0.0,1,1.0,0.0,142803.02,0
6141,T'ien,657.0,France,Male,39.0,2,0.0,2,1.0,0.0,174234.87,0
6142,Pirozzi,545.0,France,Male,43.0,2,0.0,2,1.0,1.0,152035.22,0
6146,Okagbue,587.0,France,Female,30.0,10,118682.78,2,1.0,0.0,121201.44,0
6147,Nwokeocha,652.0,France,Female,31.0,2,103509.16,3,0.0,0.0,155400.36,1
6148,Shih,,France,Male,34.0,3,0.0,2,1.0,0.0,157813.24,0
6150,Folliero,627.0,France,Female,36.0,3,0.0,1,1.0,0.0,183437.34,0
6151,Manna,,France,Male,37.0,5,0.0,1,1.0,1.0,168884.53,0
6155,Konovalova,434.0,Germany,Male,37.0,6,133900.84,2,1.0,1.0,28381.51,0
6156,Brown,729.0,France,Male,41.0,3,0.0,2,1.0,0.0,154304.05,0
6157,Ugochukwutubelum,663.0,Germany,Male,29.0,6,150794.51,1,1.0,0.0,,1
6159,Fiorentino,835.0,Spain,Male,36.0,9,0.0,2,1.0,1.0,140057.88,0
6160,Ch'en,498.0,France,Male,31.0,9,0.0,1,1.0,0.0,72785.93,0
6161,Chiang,630.0,Spain,Male,50.0,4,84202.77,1,0.0,1.0,19377.09,0
6162,Marcelo,850.0,Spain,Male,55.0,7,0.0,1,0.0,0.0,171459.05,0
6164,Brown,463.0,Spain,Female,35.0,2,0.0,2,1.0,0.0,1307.66,0
6167,Tikhonov,510.0,France,Female,33.0,7,0.0,1,0.0,1.0,,0
6168,Renwick,413.0,Spain,Female,42.0,8,0.0,2,1.0,0.0,60792.43,0
6169,Pankhurst,690.0,Spain,Female,30.0,4,106446.63,1,0.0,0.0,152743.42,0
6170,Onyekachi,596.0,Spain,Female,34.0,0,0.0,1,0.0,1.0,111340.85,0
6171,Okechukwu,464.0,Germany,Male,38.0,5,111627.32,1,1.0,0.0,19549.87,1
6172,Rizzo,778.0,Germany,Male,36.0,5,89132.18,1,1.0,1.0,151487.4,0
6173,Nebeuwa,718.0,France,Female,41.0,8,124556.08,2,1.0,1.0,87984.06,1
6174,Hsiung,585.0,Germany,Male,42.0,9,124037.68,1,1.0,0.0,78398.68,1
6175,Ogochukwu,618.0,France,Male,44.0,7,57575.28,1,1.0,1.0,181901.96,1
6176,Tsou,657.0,France,Female,53.0,9,0.0,1,0.0,0.0,126219.93,1
6177,Kao,718.0,Germany,Male,43.0,2,140126.76,1,1.0,0.0,,0
6178,H?,728.0,France,Female,30.0,6,0.0,2,1.0,1.0,64300.21,0
6184,T'ao,544.0,Spain,Female,45.0,6,0.0,1,1.0,1.0,181196.45,0
6185,Robb,850.0,Spain,Female,35.0,3,96828.16,2,1.0,0.0,172610.44,0
6186,Hsiung,679.0,France,Male,52.0,8,0.0,1,1.0,0.0,,1
6187,Santiago,628.0,France,Female,32.0,3,0.0,2,1.0,1.0,112464.37,0
6188,Lo Duca,,France,Male,37.0,4,0.0,1,1.0,0.0,101054.18,1
6192,McGregor,618.0,Germany,Female,44.0,2,122436.01,1,1.0,1.0,54332.39,1
6194,Cremonesi,651.0,France,Male,25.0,7,0.0,2,1.0,1.0,93920.64,0
6195,Teng,591.0,Spain,Female,41.0,5,0.0,2,1.0,1.0,70995.7,0
6196,Oguejiofor,703.0,Spain,Female,43.0,5,0.0,1,0.0,0.0,195962.04,1
6197,Fiorentini,615.0,France,Male,35.0,5,0.0,2,1.0,0.0,,1
6198,Robertson,651.0,Germany,Male,38.0,5,134837.71,4,0.0,1.0,174682.77,1
6199,Okwudilichukwu,525.0,Spain,Male,33.0,5,129613.53,3,1.0,0.0,161195.98,1
6201,Ts'ui,554.0,France,Female,40.0,2,0.0,1,1.0,0.0,146734.56,0
6203,McIntosh,598.0,France,Female,28.0,8,129881.76,2,1.0,0.0,46046.42,1
6204,Manna,675.0,Spain,Male,36.0,7,108061.66,1,0.0,0.0,163441.2,0
6206,Nwankwo,671.0,France,Female,30.0,4,0.0,2,0.0,0.0,98828.73,0
6208,K?,637.0,Spain,Male,38.0,9,0.0,1,1.0,0.0,146677.6,1
6210,Tuan,850.0,France,Male,37.0,10,0.0,2,1.0,1.0,88573.67,0
6211,Madukaego,681.0,France,Male,36.0,7,0.0,2,1.0,1.0,151391.46,0
6212,Ts'ai,597.0,Spain,Female,36.0,6,0.0,2,1.0,1.0,103521.73,0
6214,Hsieh,722.0,France,Male,33.0,7,0.0,1,1.0,1.0,162188.43,0
6215,Tuan,721.0,Spain,Male,35.0,5,80290.82,1,1.0,1.0,161772.38,0
6216,Udokamma,645.0,Germany,Male,41.0,5,121207.15,1,1.0,1.0,140752.4,0
6217,Stout,649.0,France,Male,41.0,8,0.0,2,0.0,1.0,69757.67,0
6218,Manna,739.0,Germany,Female,33.0,4,128333.97,1,1.0,0.0,113713.6,1
6220,Kao,691.0,France,Male,35.0,8,0.0,2,0.0,0.0,134789.9,0
6221,Gardner,583.0,France,Male,38.0,9,0.0,1,0.0,0.0,47696.13,0
6222,T'ien,850.0,Germany,Male,37.0,4,141805.63,2,1.0,0.0,170056.21,0
6223,K?,705.0,Spain,Female,28.0,9,0.0,1,1.0,1.0,185292.28,0
6226,Hsia,749.0,France,Male,41.0,2,0.0,2,1.0,1.0,100203.94,0
6227,Goliwe,683.0,Spain,Male,33.0,1,0.0,2,1.0,0.0,172687.61,0
6228,Efremova,,Spain,Female,34.0,2,92027.83,1,0.0,1.0,119877.63,0
6231,Doyne,759.0,Spain,Female,48.0,5,150362.71,1,0.0,1.0,133434.23,0
6232,Martin,758.0,Germany,Male,40.0,8,62219.82,1,0.0,1.0,126563.88,0
6234,Zetticci,619.0,France,Male,28.0,8,98954.06,1,1.0,1.0,96883.7,0
6242,Chuang,616.0,Germany,Female,34.0,5,102553.75,2,1.0,1.0,97442.43,0
6243,Ch'ang,850.0,France,Male,58.0,6,0.0,2,0.0,1.0,151845.62,0
6245,Barber,714.0,Spain,Male,40.0,8,132667.28,1,1.0,1.0,130393.82,0
6247,Mai,705.0,Germany,Female,23.0,9,146604.39,2,1.0,0.0,,0
6248,Nwabugwu,744.0,France,Male,33.0,5,0.0,2,1.0,0.0,94811.19,0
6249,Miah,644.0,Spain,Male,36.0,0,0.0,2,1.0,1.0,105630.21,0
6250,T'ang,717.0,France,Male,31.0,1,0.0,2,0.0,1.0,172589.24,0
6252,Obielumani,679.0,Germany,Male,61.0,9,104436.73,1,1.0,0.0,85730.51,1
6254,Hs?,596.0,France,Male,34.0,1,101518.32,1,1.0,1.0,173091.14,0
6255,Macdonald,535.0,France,Female,48.0,5,0.0,2,1.0,0.0,,1
6257,Pinto,558.0,Germany,Female,36.0,0,143187.15,1,1.0,1.0,50270.74,0
6258,Ch'iu,662.0,France,Male,37.0,6,99120.78,1,1.0,1.0,142925.29,0
6259,Ch'iu,630.0,Germany,Male,32.0,1,108888.82,1,0.0,1.0,86439.49,0
6261,Nnamdi,682.0,France,Female,41.0,0,92763.18,2,1.0,0.0,184991.04,0
6264,Teng,683.0,Germany,Female,29.0,5,119822.5,2,1.0,1.0,134980.18,0
6265,Palerma,678.0,Spain,Female,38.0,4,124170.48,1,1.0,0.0,,0
6266,Frolova,531.0,France,Female,36.0,7,0.0,2,1.0,0.0,112998.64,0
6268,Chibuzo,516.0,Spain,Male,56.0,3,0.0,1,1.0,1.0,44801.0,1
6269,Onwuamaeze,621.0,Spain,Male,36.0,8,0.0,1,1.0,1.0,133653.43,0
6270,Udegbulam,598.0,Spain,Male,36.0,7,0.0,2,1.0,1.0,132290.68,0
6271,McKenzie,594.0,France,Male,23.0,7,156295.02,1,1.0,0.0,160942.65,0
6272,Ts'ui,706.0,Spain,Male,30.0,5,0.0,2,1.0,1.0,80517.84,0
6273,Tao,679.0,France,Female,45.0,3,0.0,1,1.0,0.0,130103.89,1
6275,White,679.0,Spain,Male,43.0,6,0.0,2,1.0,1.0,157212.96,0
6276,Hanson,704.0,Spain,Female,31.0,2,0.0,1,1.0,1.0,35738.79,0
6277,Ch'eng,648.0,Spain,Male,28.0,3,0.0,2,1.0,1.0,46286.18,0
6278,Ch'in,469.0,France,Female,31.0,3,116836.11,1,1.0,1.0,183896.86,0
6279,Chiu,686.0,France,Female,46.0,3,0.0,1,1.0,1.0,46105.59,0
6280,Lucchesi,607.0,France,Male,28.0,6,0.0,2,1.0,1.0,172721.14,0
6281,Okeke,586.0,France,Male,52.0,9,0.0,3,1.0,0.0,,1
6283,Ugochukwu,665.0,Spain,Male,40.0,1,0.0,3,0.0,1.0,150517.66,1
6284,Ting,605.0,France,Female,35.0,8,0.0,2,1.0,1.0,131937.99,0
6285,Nwabugwu,695.0,France,Male,31.0,8,0.0,1,1.0,0.0,,0
6286,Yobachukwu,644.0,Spain,Male,35.0,1,0.0,2,1.0,0.0,165331.28,0
6287,Chigolum,569.0,France,Female,29.0,9,91833.54,2,0.0,1.0,137160.22,0
6289,Bray,,Germany,Male,32.0,1,121722.49,1,1.0,0.0,99557.28,0
6290,Baldwin,733.0,France,Male,32.0,6,93891.34,1,1.0,1.0,79653.25,0
6291,Corson,581.0,France,Male,41.0,2,0.0,2,1.0,1.0,,0
6293,Chiu,712.0,Germany,Female,31.0,6,132554.03,2,1.0,0.0,,0
6294,Milani,646.0,France,Male,40.0,7,116462.2,1,0.0,0.0,43455.99,0
6295,Milani,513.0,France,Male,44.0,8,126594.44,1,1.0,0.0,52701.59,1
6296,Hsia,554.0,France,Male,35.0,2,0.0,2,1.0,1.0,121356.87,0
6298,Okwudiliolisa,493.0,France,Male,41.0,9,131972.21,1,1.0,0.0,115438.61,0
6299,Crawford,607.0,Spain,Female,25.0,4,121078.37,1,1.0,0.0,,1
6300,Nnamutaezinwa,627.0,France,Male,31.0,7,0.0,2,1.0,0.0,178140.92,0
6301,Palerma,545.0,Spain,Female,32.0,7,0.0,2,1.0,1.0,76262.78,0
6303,Kao,733.0,France,Female,56.0,3,137742.47,1,1.0,0.0,173905.37,1
6304,Lai,794.0,France,Male,25.0,4,89781.3,2,0.0,1.0,120557.14,0
6306,Mistry,717.0,France,Female,32.0,6,0.0,2,1.0,1.0,169921.2,0
6308,Chidiebele,557.0,Germany,Male,45.0,7,134865.2,1,1.0,0.0,94894.04,1
6309,Olisanugo,745.0,Spain,Female,46.0,8,157805.23,1,1.0,0.0,49806.88,1
6310,Yudina,689.0,Germany,Female,57.0,8,72394.66,1,1.0,0.0,,1
6311,Udokamma,696.0,Germany,Male,64.0,5,129655.01,2,0.0,1.0,119936.04,0
6312,Obiajulu,729.0,France,Male,36.0,0,0.0,2,0.0,1.0,173096.54,0
6313,Hsia,683.0,France,Male,38.0,3,91547.17,1,0.0,0.0,132823.53,0
6314,Lettiere,619.0,France,Male,34.0,0,0.0,2,1.0,0.0,76572.22,0
6316,White,663.0,Spain,Female,53.0,6,150211.28,1,0.0,1.0,151748.12,0
6317,Onyemauchechukwu,581.0,France,Male,38.0,8,0.0,2,1.0,1.0,135370.7,0
6318,Nwankwo,834.0,France,Female,40.0,5,0.0,2,1.0,1.0,68508.6,0
6319,Maclean,684.0,France,Female,42.0,3,0.0,1,1.0,1.0,156812.62,0
6320,Ojiofor,708.0,France,Male,44.0,6,0.0,2,1.0,0.0,40168.77,0
6322,Udinese,704.0,Spain,Male,32.0,9,0.0,1,1.0,1.0,54483.16,0
6325,Ritchie,605.0,France,Male,51.0,0,0.0,2,0.0,1.0,53474.47,1
6329,O'Sullivan,667.0,Germany,Male,30.0,4,83455.71,2,1.0,1.0,,0
6330,Trevisani,757.0,Germany,Female,30.0,1,114292.75,2,0.0,1.0,187664.14,1
6331,Mironova,667.0,France,Female,38.0,7,0.0,2,1.0,1.0,88922.36,0
6332,Ts'ui,844.0,France,Male,35.0,9,0.0,1,0.0,1.0,93172.17,0
6333,Brazenor,682.0,France,Male,46.0,7,0.0,2,1.0,0.0,124453.29,0
6335,Ch'iu,659.0,Germany,Female,34.0,8,72047.61,1,1.0,1.0,5030.38,0
6336,Chigozie,677.0,Germany,Female,29.0,10,68849.27,1,1.0,0.0,33120.14,1
6337,Shih,,France,Female,48.0,4,0.0,1,0.0,1.0,176778.25,1
6338,Hsu,603.0,Germany,Female,45.0,4,131970.42,2,1.0,1.0,120588.37,0
6339,Ritchie,656.0,France,Male,39.0,8,0.0,2,1.0,1.0,,0
6340,Coates,706.0,Germany,Female,40.0,1,144164.42,2,1.0,0.0,140729.09,1
6341,Akabueze,526.0,Spain,Male,31.0,2,0.0,1,1.0,0.0,114704.05,0
6342,Ibrahimova,792.0,Germany,Male,29.0,6,141861.94,1,1.0,1.0,176840.62,0
6343,Su,626.0,Germany,Female,35.0,5,85545.07,1,1.0,1.0,109405.26,0
6344,Tsao,543.0,France,Male,30.0,3,130535.59,1,1.0,1.0,,0
6345,O'Neill,659.0,Germany,Male,26.0,3,110925.29,1,1.0,0.0,74617.81,0
6346,Onwughara,733.0,France,Male,29.0,7,0.0,1,1.0,0.0,126389.26,0
6347,McLean,639.0,France,Female,29.0,6,115259.37,2,1.0,0.0,52800.44,0
6348,Uvarova,710.0,France,Male,34.0,0,108124.74,2,0.0,0.0,104385.23,0
6349,Niu,755.0,France,Male,47.0,1,127214.68,1,1.0,0.0,142887.17,1
6350,White,705.0,France,Male,43.0,5,0.0,2,1.0,1.0,107380.37,0
6351,Zetticci,705.0,Spain,Male,46.0,7,79495.09,1,0.0,0.0,117087.71,0
6352,Harrison,746.0,France,Female,58.0,3,0.0,2,1.0,1.0,80278.65,0
6354,De Salis,678.0,Germany,Male,39.0,4,125238.91,1,0.0,1.0,,0
6355,Chioke,753.0,Germany,Female,38.0,3,142347.17,1,0.0,0.0,75824.74,1
6356,T'ao,638.0,Spain,Female,26.0,0,0.0,1,0.0,1.0,93906.89,0
6357,Watson,749.0,France,Male,31.0,4,188424.91,1,0.0,1.0,73719.14,0
6359,Aitken,557.0,France,Male,31.0,6,177719.2,2,1.0,1.0,150994.01,0
6360,Graham,652.0,Spain,Male,33.0,8,0.0,2,1.0,0.0,91108.57,0
6362,Smith,667.0,France,Male,49.0,1,0.0,2,1.0,0.0,,0
6363,Chiemela,728.0,France,Male,44.0,3,141045.71,1,1.0,0.0,155538.81,0
6364,Shih,807.0,Germany,Male,43.0,3,105656.94,1,1.0,0.0,30680.86,1
6365,Vincent,681.0,France,Male,30.0,4,106386.04,2,0.0,0.0,171554.5,0
6366,Tuan,679.0,France,Male,30.0,9,0.0,2,1.0,1.0,145878.61,0
6367,Gilbert,572.0,Spain,Male,42.0,1,0.0,2,1.0,0.0,195662.65,0
6368,Hsia,699.0,Spain,Male,31.0,2,0.0,2,0.0,1.0,110874.57,0
6371,Hsia,773.0,Spain,Male,34.0,8,121188.2,1,0.0,1.0,72770.57,0
6372,Nnaemeka,554.0,France,Female,52.0,8,0.0,1,1.0,0.0,50109.22,1
6373,Ch'ang,745.0,Germany,Female,43.0,2,153841.41,4,0.0,0.0,,1
6374,Johnson,717.0,Spain,Male,35.0,1,0.0,1,1.0,0.0,175056.8,0
6376,Boyle,,France,Female,30.0,1,0.0,2,1.0,1.0,124247.33,0
6377,Nwokezuike,850.0,France,Male,48.0,4,82784.22,2,0.0,1.0,57705.08,0
6379,Hsiung,,France,Male,33.0,8,0.0,1,1.0,0.0,73024.15,1
6381,Ugorji,762.0,France,Female,39.0,5,120354.43,1,1.0,0.0,,0
6383,Chukwuma,706.0,Germany,Male,30.0,1,117157.42,2,0.0,0.0,54384.41,0
6385,Law,628.0,France,Male,25.0,7,95509.32,1,0.0,1.0,196033.15,0
6386,Scott,683.0,Spain,Female,41.0,5,0.0,2,1.0,1.0,141487.55,0
6388,Ts'ai,,France,Female,37.0,5,155977.22,2,1.0,0.0,150823.18,0
6389,Uspensky,696.0,Germany,Male,40.0,3,155371.51,2,1.0,0.0,99913.68,0
6391,Manna,629.0,France,Male,32.0,2,0.0,1,0.0,1.0,78166.65,0
6392,P'eng,802.0,France,Male,67.0,4,0.0,2,1.0,1.0,83225.04,0
6393,O'Sullivan,531.0,Germany,Female,59.0,5,134748.57,1,0.0,1.0,174796.34,1
6394,Ibezimako,711.0,France,Male,42.0,4,0.0,2,0.0,1.0,138946.23,0
6395,Palerma,526.0,France,Male,40.0,5,0.0,2,1.0,1.0,155899.85,0
6400,Hao,726.0,France,Male,24.0,7,0.0,2,1.0,1.0,54744.23,0
6401,Zaytseva,648.0,France,Male,41.0,7,85900.71,1,0.0,1.0,53334.17,0
6402,Hallahan,698.0,France,Male,46.0,0,0.0,2,0.0,1.0,125996.45,0
6403,Lo,516.0,Germany,Female,43.0,0,99286.39,1,1.0,0.0,92076.94,1
6404,Hao,641.0,Germany,Female,41.0,1,129928.09,1,1.0,1.0,46556.83,1
6407,Fox,648.0,France,Male,33.0,2,101328.48,1,1.0,1.0,159783.33,0
6408,Martin,552.0,Spain,Female,34.0,2,0.0,2,1.0,0.0,140063.76,0
6410,Nworie,629.0,Spain,Male,40.0,9,0.0,1,1.0,0.0,140616.1,1
6411,Efremov,581.0,Spain,Male,39.0,0,0.0,2,1.0,1.0,147064.15,0
6413,Nkemakonam,622.0,France,Female,24.0,2,0.0,2,1.0,1.0,170359.19,0
6414,T'ao,641.0,France,Female,40.0,1,0.0,1,1.0,0.0,147794.08,1
6415,Wei,745.0,France,Male,33.0,0,0.0,2,1.0,0.0,,0
6419,Toscani,652.0,France,Male,41.0,6,0.0,2,1.0,0.0,82743.3,0
6421,Ch'eng,665.0,Spain,Female,42.0,2,156859.63,2,1.0,1.0,,0
6422,Chien,656.0,France,Female,27.0,5,65958.78,2,1.0,1.0,63933.34,0
6424,Yeh,701.0,Germany,Male,37.0,5,119505.74,2,0.0,1.0,136687.83,0
6426,Ku,754.0,France,Female,38.0,3,118296.28,1,1.0,0.0,92757.31,0
6428,Nkemdilim,612.0,France,Male,46.0,7,0.0,2,1.0,0.0,,0
6431,Dolgorukova,632.0,Spain,Female,29.0,9,80689.33,1,1.0,1.0,7761.92,0
6433,Ponomaryova,698.0,Spain,Male,72.0,4,0.0,2,1.0,1.0,182986.84,0
6434,Tung,731.0,France,Male,28.0,5,0.0,2,1.0,1.0,,0
6436,Bellucci,,France,Male,45.0,7,123630.34,1,0.0,0.0,113413.49,0
6438,Baresi,537.0,Spain,Female,38.0,2,0.0,2,1.0,1.0,107082.48,0
6439,Trevisani,656.0,France,Male,39.0,1,138534.5,3,1.0,0.0,118835.41,1
6440,Trevisan,677.0,Germany,Male,36.0,6,116291.07,1,0.0,0.0,93022.39,0
6442,Palerma,670.0,France,Female,37.0,6,0.0,2,1.0,1.0,31469.76,0
6443,Hsueh,681.0,France,Female,25.0,5,0.0,2,1.0,1.0,126773.11,0
6444,Ch'ang,706.0,Germany,Male,32.0,6,165121.15,1,0.0,0.0,28624.27,1
6445,Ponomaryova,649.0,France,Male,63.0,7,139421.22,1,1.0,0.0,,1
6447,Cheng,710.0,France,Female,51.0,4,93666.76,1,0.0,1.0,113967.26,0
6448,Chukwudi,547.0,Germany,Male,35.0,5,126456.05,2,1.0,1.0,183478.5,0
6449,Aksyonov,713.0,France,Male,27.0,1,0.0,2,1.0,0.0,88589.62,0
6451,Fedorova,545.0,Spain,Female,39.0,6,0.0,1,1.0,0.0,38485.36,0
6452,Sawtell,655.0,Germany,Male,45.0,0,122644.49,1,1.0,0.0,9104.91,1
6453,Onio,706.0,France,Male,22.0,7,0.0,2,1.0,0.0,171769.36,0
6454,Martin,632.0,Germany,Female,46.0,6,153162.07,4,0.0,0.0,,1
6455,Mamelu,556.0,France,Male,71.0,9,0.0,2,0.0,1.0,152608.95,0
6456,Nwankwo,539.0,France,Male,30.0,7,0.0,1,1.0,0.0,94890.03,0
6458,Dellucci,655.0,Spain,Female,31.0,1,135244.66,1,1.0,0.0,86010.12,0
6460,Yobachukwu,590.0,Spain,Male,32.0,9,0.0,2,1.0,1.0,92069.14,0
6461,Onyemauchechukwu,453.0,Spain,Female,34.0,5,0.0,2,1.0,1.0,87765.94,0
6462,Lo,597.0,France,Male,23.0,3,0.0,2,1.0,1.0,149802.83,0
6463,Okwudilichukwu,694.0,France,Male,32.0,4,0.0,1,1.0,1.0,54411.95,1
6465,T'ien,567.0,France,Male,35.0,7,0.0,2,1.0,1.0,125189.81,0
6466,Ebelechukwu,651.0,France,Female,35.0,0,0.0,2,0.0,1.0,94695.12,1
6468,Bancks,586.0,France,Female,35.0,9,0.0,2,1.0,0.0,126530.05,0
6473,Piazza,,Germany,Female,38.0,9,122711.1,1,1.0,1.0,133751.31,0
6474,Jones,550.0,France,Female,22.0,7,139164.89,2,1.0,0.0,129943.68,0
6477,Manna,670.0,Germany,Male,49.0,8,128582.32,1,1.0,0.0,149903.23,1
6479,K'ung,669.0,Germany,Female,35.0,4,154609.53,1,1.0,0.0,55819.23,0
6480,Lucchesi,,Germany,Female,35.0,2,115297.3,2,0.0,0.0,64297.36,0
6482,Olejuru,721.0,France,Male,35.0,4,0.0,2,1.0,1.0,21949.75,0
6483,Kao,605.0,France,Male,38.0,1,118545.29,1,1.0,1.0,,0
6484,Hooper,702.0,France,Male,40.0,9,103516.98,1,0.0,0.0,9691.37,0
6485,T'ao,584.0,France,Female,38.0,2,0.0,1,1.0,0.0,186510.18,0
6486,Goliwe,590.0,Germany,Male,37.0,6,120943.06,2,1.0,1.0,66797.23,0
6487,Fan,774.0,Germany,Male,36.0,9,130820.46,1,1.0,0.0,152004.36,1
6488,Chukwukere,601.0,France,Female,41.0,1,123975.77,1,1.0,0.0,163205.15,1
6489,Tseng,,France,Female,43.0,2,0.0,2,1.0,0.0,95890.96,0
6491,Toscani,806.0,Spain,Male,42.0,2,0.0,2,1.0,0.0,153024.43,0
6495,Pirozzi,697.0,France,Male,38.0,8,0.0,2,1.0,1.0,148809.46,0
6496,Mazzi,474.0,Germany,Male,35.0,8,131213.34,1,1.0,0.0,46802.91,0
6497,Johnson,642.0,France,Male,26.0,7,143635.72,1,1.0,0.0,1855.33,1
6498,Hs?,718.0,France,Female,40.0,2,0.0,2,1.0,1.0,173603.93,0
